time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,version,level_methodology,establishment_type,idaci_decile,ru11ind_pupil_residency,pupil_residency_detail,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Total,Rural,Total,495,17745,834068.5,47,17185,96.8,8206,46.2,12079,68.1,6577,37.1,2936,16.5,4193,23.6,73144.91,4.12,17057,644.192,0.04,0.02,0.06
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Total,Total,Total,698,67855,3156901.67,46.5,65463,96.5,30902,45.5,44925,66.2,26531,39.1,11804,17.4,16687,24.6,277599.53,4.09,64382,392.701,0.01,0,0.02
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Total,Urban,1 Urban - Major conurbation,292,7699,371228.25,48.2,7435,96.6,3872,50.3,5363,69.7,3615,47,1594,20.7,2268,29.5,33027.95,4.29,7239,272.614,0.04,0.01,0.07
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Total,Urban,3 Urban - City and town,588,42411,1951604.92,46,40843,96.3,18824,44.4,27483,64.8,16339,38.5,7274,17.2,10226,24.1,171426.67,4.04,40086,-524.105,-0.01,-0.03,0
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Total,Urban,Total,678,50110,2322833.17,46.4,48278,96.3,22696,45.3,32846,65.5,19954,39.8,8868,17.7,12494,24.9,204454.62,4.08,47325,-251.491,-0.01,-0.02,0.01
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Unknown,Rural,Total,162,1198,55634.5,46.4,1155,96.4,548,45.7,806,67.3,472,39.4,186,15.5,288,24,4889.38,4.08,1121,72.307,0.06,-0.02,0.15
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Unknown,Total,Total,376,4006,189460.5,47.3,3871,96.6,1859,46.4,2677,66.8,1772,44.2,779,19.4,1099,27.4,16886.88,4.22,3696,360.044,0.1,0.05,0.14
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Unknown,Urban,Total,340,2808,133826,47.7,2716,96.7,1311,46.7,1871,66.6,1300,46.3,593,21.1,811,28.9,11997.5,4.27,2575,287.737,0.11,0.06,0.17
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),0-10%,Rural,Total,1,1,40,40,1,100,0,0,0,0,0,0,0,0,0,0,3.33,3.33,1,0.192,0.19,-2.58,2.96
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),0-10%,Total,Total,568,7160,325468.5,45.5,6829,95.4,3207,44.8,4563,63.7,3783,52.8,1313,18.3,1966,27.5,29264.22,4.09,6684,-22.947,0,-0.04,0.03
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),0-10%,Urban,Total,568,7159,325428.5,45.5,6828,95.4,3207,44.8,4563,63.7,3783,52.8,1313,18.3,1966,27.5,29260.89,4.09,6683,-23.139,0,-0.04,0.03
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),10-20%,Rural,Total,6,8,419,52.4,8,100,4,50,5,62.5,6,75,2,25,3,37.5,38.34,4.79,8,0.499,0.06,-0.92,1.04
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),10-20%,Total,Total,673,15627,730822.75,46.8,15013,96.1,7331,46.9,10179,65.1,8287,53,3014,19.3,4482,28.7,65563.9,4.2,14444,1280.926,0.09,0.07,0.11
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),10-20%,Urban,Total,672,15619,730403.75,46.8,15005,96.1,7327,46.9,10174,65.1,8281,53,3012,19.3,4479,28.7,65525.56,4.2,14436,1280.427,0.09,0.07,0.11
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),20-30%,Rural,Total,20,45,1947.25,43.3,43,95.6,18,40,30,66.7,15,33.3,5,11.1,9,20,165.66,3.68,44,-7.824,-0.18,-0.6,0.24
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),20-30%,Total,Total,681,14278,690903.38,48.4,13746,96.3,7115,49.8,9581,67.1,7612,53.3,3069,21.5,4363,30.6,62057.24,4.35,12983,2405.723,0.19,0.16,0.21
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),20-30%,Urban,Total,676,14233,688956.13,48.4,13703,96.3,7097,49.9,9551,67.1,7597,53.4,3064,21.5,4354,30.6,61891.58,4.35,12939,2413.547,0.19,0.16,0.21
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),30-40%,Rural,Total,18,34,1500.75,44.1,34,100,8,23.5,19,55.9,10,29.4,5,14.7,7,20.6,129.17,3.8,30,-4.673,-0.16,-0.66,0.35
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),30-40%,Total,Total,672,12132,604984.52,49.9,11689,96.3,6365,52.5,8507,70.1,6474,53.4,2902,23.9,4005,33,54544.89,4.5,10950,3027.538,0.28,0.25,0.3
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),30-40%,Urban,Total,670,12098,603483.77,49.9,11655,96.3,6357,52.5,8488,70.2,6464,53.4,2897,23.9,3998,33,54415.72,4.5,10920,3032.211,0.28,0.25,0.3
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),40-50%,Rural,Total,3,15,697.75,46.5,15,100,6,40,9,60,6,40,2,13.3,3,20,60,4,15,-2.185,-0.15,-0.86,0.57
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),40-50%,Total,Total,658,10184,529320.88,52,9864,96.9,5725,56.2,7398,72.6,5782,56.8,2735,26.9,3656,35.9,48008.6,4.71,9165,3215.338,0.35,0.32,0.38
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),40-50%,Urban,Total,658,10169,528623.13,52,9849,96.9,5719,56.2,7389,72.7,5776,56.8,2733,26.9,3653,35.9,47948.6,4.72,9150,3217.523,0.35,0.32,0.38
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),50-60%,Rural,Total,5,8,374.75,46.8,8,100,4,50,5,62.5,3,37.5,1,12.5,2,25,32.51,4.06,7,-0.112,-0.02,-1.06,1.03
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),50-60%,Total,Total,616,7685,411655.03,53.6,7451,97,4572,59.5,5838,76,4464,58.1,2347,30.5,3049,39.7,37666.76,4.9,6836,3109.367,0.45,0.42,0.49
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),50-60%,Urban,Total,616,7677,411280.28,53.6,7443,97,4568,59.5,5833,76,4461,58.1,2346,30.6,3047,39.7,37634.25,4.9,6829,3109.479,0.46,0.42,0.49
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),60-70%,Rural,Total,10,21,1212.5,57.7,21,100,13,61.9,16,76.2,14,66.7,10,47.6,12,57.1,109.5,5.21,19,11.948,0.63,-0.01,1.26
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),60-70%,Total,Total,565,6167,340421.53,55.2,5989,97.1,3872,62.8,4870,79,3603,58.4,1932,31.3,2512,40.7,31090.89,5.04,5576,2363.087,0.42,0.39,0.46
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),60-70%,Urban,Total,564,6146,339209.03,55.2,5968,97.1,3859,62.8,4854,79,3589,58.4,1922,31.3,2500,40.7,30981.39,5.04,5557,2351.139,0.42,0.39,0.46
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),70-80%,Rural,Total,6,13,335,25.8,11,84.6,2,15.4,4,30.8,2,15.4,1,7.7,1,7.7,29.34,2.26,12,-17.998,-1.5,-2.3,-0.7
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),70-80%,Total,Total,496,5027,285428.65,56.8,4914,97.8,3279,65.2,4076,81.1,2993,59.5,1720,34.2,2200,43.8,26164.78,5.2,4578,2208.211,0.48,0.44,0.52
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),70-80%,Urban,Total,495,5014,285093.65,56.9,4903,97.8,3277,65.4,4072,81.2,2991,59.7,1719,34.3,2199,43.9,26135.44,5.21,4566,2226.209,0.49,0.45,0.53
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),80-90%,Rural,Total,8,13,583.75,44.9,12,92.3,6,46.2,8,61.5,4,30.8,2,15.4,2,15.4,49.66,3.82,11,-4.554,-0.41,-1.25,0.42
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),80-90%,Total,Total,428,3752,219381.77,58.5,3663,97.6,2598,69.2,3144,83.8,2229,59.4,1356,36.1,1739,46.3,20091.91,5.35,3395,1879.235,0.55,0.51,0.6
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),80-90%,Urban,Total,426,3739,218798.02,58.5,3651,97.6,2592,69.3,3136,83.9,2225,59.5,1354,36.2,1737,46.5,20042.25,5.36,3384,1883.789,0.56,0.51,0.6
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),90-100%,Rural,Total,2,3,204.5,68.2,3,100,3,100,3,100,3,100,1,33.3,2,66.7,18.66,6.22,2,1.82,0.91,-1.05,2.87
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),90-100%,Total,Total,346,3363,206947.63,61.5,3293,97.9,2512,74.7,2946,87.6,2149,63.9,1412,42,1722,51.2,19147.87,5.69,2988,1922.807,0.64,0.59,0.69
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),90-100%,Urban,Total,346,3360,206743.13,61.5,3290,97.9,2509,74.7,2943,87.6,2146,63.9,1411,42,1720,51.2,19129.21,5.69,2986,1920.987,0.64,0.59,0.69
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),Total,Rural,4 Rural - Town and fringe,26,93,4374,47,91,97.8,38,40.9,60,64.5,38,40.9,18,19.4,26,28,381.65,4.1,89,-3.028,-0.03,-0.33,0.26
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),Total,Rural,5 Rural - Village,26,40,1793.75,44.8,40,100,13,32.5,24,60,12,30,5,12.5,7,17.5,152.52,3.81,34,-3.132,-0.09,-0.57,0.38
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),Total,Rural,6 Rural - Hamlet and isolated dwellings,17,28,1147.5,41,25,89.3,13,46.4,15,53.6,13,46.4,6,21.4,8,28.6,102,3.64,26,-16.727,-0.64,-1.19,-0.1
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),Total,Rural,Total,62,161,7315.25,45.4,156,96.9,64,39.8,99,61.5,63,39.1,29,18,41,25.5,636.17,3.95,149,-22.887,-0.15,-0.38,0.07
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),Total,Total,Total,800,90358,4592195.39,50.8,87251,96.6,49146,54.4,64549,71.4,50228,55.6,22945,25.4,31350,34.7,415927.02,4.6,82073,22464.859,0.27,0.26,0.28
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),Total,Urban,1 Urban - Major conurbation,800,89954,4572969.89,50.8,86859,96.6,48963,54.4,64277,71.5,50072,55.7,22876,25.4,31249,34.7,414248.04,4.61,81694,22478.804,0.28,0.27,0.28
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),Total,Urban,3 Urban - City and town,72,243,11910.25,49,236,97.1,119,49,173,71.2,93,38.3,40,16.5,60,24.7,1042.81,4.29,230,8.942,0.04,-0.14,0.22
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),Total,Urban,Total,800,90197,4584880.14,50.8,87095,96.6,49082,54.4,64450,71.5,50165,55.6,22916,25.4,31309,34.7,415290.85,4.6,81924,22487.746,0.27,0.26,0.28
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),Unknown,Total,Total,551,4983,246860.75,49.5,4800,96.3,2570,51.6,3447,69.2,2852,57.2,1145,23,1656,33.2,22325.96,4.48,4474,1075.574,0.24,0.2,0.28
202223,Academic year,Regional,E92000001,England,E12000007,London,Revised,Pupil residency,State-funded schools (LA),Unknown,Urban,Total,551,4983,246860.75,49.5,4800,96.3,2570,51.6,3447,69.2,2852,57.2,1145,23,1656,33.2,22325.96,4.48,4474,1075.574,0.24,0.2,0.28
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),0-10%,Rural,Total,24,107,3751.75,35.1,99,92.5,31,29,47,43.9,32,29.9,8,7.5,10,9.3,315.84,2.95,104,-56.913,-0.55,-0.82,-0.28
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),0-10%,Total,Total,340,3996,137617,34.4,3680,92.1,969,24.2,1707,42.7,887,22.2,273,6.8,424,10.6,11543.23,2.89,3798,-2771.734,-0.73,-0.77,-0.68
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),0-10%,Urban,Total,335,3889,133865.25,34.4,3581,92.1,938,24.1,1660,42.7,855,22,265,6.8,414,10.6,11227.39,2.89,3694,-2714.821,-0.73,-0.78,-0.69
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),10-20%,Rural,Total,78,265,10931.5,41.3,250,94.3,96,36.2,155,58.5,72,27.2,30,11.3,38,14.3,923.22,3.48,260,-48.745,-0.19,-0.36,-0.02
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),10-20%,Total,Total,504,5702,215099,37.7,5356,93.9,1701,29.8,2812,49.3,1483,26,496,8.7,789,13.8,18306.2,3.21,5437,-2752.747,-0.51,-0.54,-0.47
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),10-20%,Urban,Total,490,5437,204167.5,37.6,5106,93.9,1605,29.5,2657,48.9,1411,26,466,8.6,751,13.8,17382.98,3.2,5177,-2704.002,-0.52,-0.56,-0.48
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),20-30%,Rural,Total,133,523,22318.5,42.7,499,95.4,188,35.9,320,61.2,154,29.4,59,11.3,90,17.2,1912.35,3.66,506,-68.354,-0.14,-0.26,-0.01
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),20-30%,Total,Total,584,6810,273046.25,40.1,6423,94.3,2285,33.6,3733,54.8,1937,28.4,744,10.9,1090,16,23470.3,3.45,6438,-2340.133,-0.36,-0.4,-0.33
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),20-30%,Urban,Total,565,6287,250727.75,39.9,5924,94.2,2097,33.4,3413,54.3,1783,28.4,685,10.9,1000,15.9,21557.95,3.43,5932,-2271.779,-0.38,-0.42,-0.35
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),30-40%,Rural,Total,223,1065,45981.38,43.2,1011,94.9,424,39.8,631,59.2,324,30.4,146,13.7,201,18.9,3953.5,3.71,1016,-260.724,-0.26,-0.34,-0.17
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),30-40%,Total,Total,637,9240,394583.63,42.7,8775,95,3529,38.2,5435,58.8,2995,32.4,1216,13.2,1776,19.2,34163.63,3.7,8669,-2146.092,-0.25,-0.28,-0.22
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),30-40%,Urban,Total,621,8175,348602.25,42.6,7764,95,3105,38,4804,58.8,2671,32.7,1070,13.1,1575,19.3,30210.13,3.7,7653,-1885.368,-0.25,-0.28,-0.21
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),40-50%,Rural,Total,276,1337,58765.5,44,1287,96.3,540,40.4,819,61.3,445,33.3,192,14.4,285,21.3,5100.81,3.82,1250,-274.572,-0.22,-0.3,-0.14
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),40-50%,Total,Total,678,9574,431076.26,45,9192,96,4099,42.8,6046,63.2,3361,35.1,1438,15,2065,21.6,37615.18,3.93,8920,-1134.432,-0.13,-0.16,-0.1
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),40-50%,Urban,Total,635,8237,372310.76,45.2,7905,96,3559,43.2,5227,63.5,2916,35.4,1246,15.1,1780,21.6,32514.37,3.95,7670,-859.86,-0.11,-0.14,-0.08
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),50-60%,Rural,Total,312,1879,87932.75,46.8,1802,95.9,879,46.8,1246,66.3,724,38.5,334,17.8,473,25.2,7713.18,4.1,1777,-37.375,-0.02,-0.09,0.04
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),50-60%,Total,Total,680,9697,454771.75,46.9,9346,96.4,4513,46.5,6532,67.4,3689,38,1698,17.5,2377,24.5,39925.68,4.12,9141,-415.186,-0.05,-0.07,-0.02
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),50-60%,Urban,Total,637,7818,366839,46.9,7544,96.5,3634,46.5,5286,67.6,2965,37.9,1364,17.4,1904,24.4,32212.5,4.12,7364,-377.811,-0.05,-0.08,-0.02
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),60-70%,Rural,Total,372,2533,125131.5,49.4,2449,96.7,1316,52,1795,70.9,1003,39.6,506,20,705,27.8,11019.44,4.35,2367,185.183,0.08,0.02,0.14
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),60-70%,Total,Total,670,10027,491435.88,49,9702,96.8,5128,51.1,7088,70.7,3963,39.5,1964,19.6,2711,27,43255.9,4.31,9385,554.868,0.06,0.03,0.09
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),60-70%,Urban,Total,614,7494,366304.38,48.9,7253,96.8,3812,50.9,5293,70.6,2960,39.5,1458,19.5,2006,26.8,32236.46,4.3,7018,369.685,0.05,0.02,0.09
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),70-80%,Rural,Total,358,2496,124311.25,49.8,2417,96.8,1302,52.2,1846,74,1048,42,511,20.5,713,28.6,11017.17,4.41,2353,310.59,0.13,0.07,0.19
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),70-80%,Total,Total,654,10367,520320.63,50.2,10050,96.9,5516,53.2,7650,73.8,4323,41.7,2125,20.5,2963,28.6,46117.77,4.45,9788,1092.441,0.11,0.08,0.14
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),70-80%,Urban,Total,594,7871,396009.38,50.3,7633,97,4214,53.5,5804,73.7,3275,41.6,1614,20.5,2250,28.6,35100.6,4.46,7435,781.851,0.11,0.07,0.14
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),80-90%,Rural,Total,385,3329,172114.5,51.7,3216,96.6,1895,56.9,2559,76.9,1421,42.7,737,22.1,1028,30.9,15245.67,4.58,3138,654.346,0.21,0.16,0.26
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),80-90%,Total,Total,656,11510,604371.13,52.5,11196,97.3,6677,58,8897,77.3,5034,43.7,2700,23.5,3679,32,53669.59,4.66,10801,2562.942,0.24,0.21,0.26
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),80-90%,Urban,Total,596,8181,432256.63,52.8,7980,97.5,4782,58.5,6338,77.5,3613,44.2,1963,24,2651,32.4,38423.92,4.7,7663,1908.596,0.25,0.22,0.28
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),90-100%,Rural,Total,349,3144,172564.27,54.9,3063,97.4,1932,61.5,2535,80.6,1499,47.7,848,27,1133,36,15450.67,4.91,2894,1069.467,0.37,0.32,0.42
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),90-100%,Total,Total,589,13298,752265.42,56.6,12997,97.7,8713,65.5,11009,82.8,6791,51.1,4050,30.5,5231,39.3,67903.42,5.11,12230,5280.072,0.43,0.41,0.46
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),90-100%,Urban,Total,530,10154,579701.15,57.1,9934,97.8,6781,66.8,8474,83.5,5292,52.1,3202,31.5,4098,40.4,52452.75,5.17,9336,4210.605,0.45,0.42,0.48
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Total,Rural,4 Rural - Town and fringe,596,9836,475797.26,48.4,9480,96.4,4833,49.1,6881,70,3692,37.5,1840,18.7,2560,26,41715.36,4.24,9338,526.657,0.06,0.03,0.09
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Total,Rural,5 Rural - Village,492,5232,261383.13,50,5075,97,2768,52.9,3807,72.8,2161,41.3,1065,20.4,1496,28.6,23076.62,4.41,4881,600.477,0.12,0.08,0.16
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Total,Rural,6 Rural - Hamlet and isolated dwellings,442,3150,159032.26,50.5,3031,96.2,1706,54.2,2287,72.6,1414,44.9,732,23.2,984,31.2,14177.33,4.5,2873,353.727,0.12,0.07,0.17
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Total,Rural,Total,696,18218,896212.65,49.2,17586,96.5,9307,51.1,12975,71.2,7267,39.9,3637,20,5040,27.7,78969.31,4.33,17092,1480.861,0.09,0.07,0.11
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Total,Total,Total,937,96182,4552980.08,47.3,92461,96.1,45823,47.6,64796,67.4,36600,38.1,17737,18.4,24515,25.5,400342.4,4.16,90067,-2211.789,-0.02,-0.03,-0.02
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Total,Urban,1 Urban - Major conurbation,274,8637,434138.25,50.3,8332,96.5,4655,53.9,6224,72.1,3425,39.7,1871,21.7,2473,28.6,38370.36,4.44,8123,1374.13,0.17,0.14,0.2
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Total,Urban,3 Urban - City and town,815,69327,3222629.18,46.5,66543,96,31861,46,45597,65.8,25908,37.4,12229,17.6,17002,24.5,283002.73,4.08,64852,-5066.78,-0.08,-0.09,-0.07
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Total,Urban,Total,896,77964,3656767.43,46.9,74875,96,36516,46.8,51821,66.5,29333,37.6,14100,18.1,19475,25,321373.09,4.12,72975,-3692.65,-0.05,-0.06,-0.04
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Unknown,Rural,Total,308,1540,72409.75,47,1493,96.9,704,45.7,1022,66.4,545,35.4,266,17.3,364,23.6,6317.46,4.1,1427,7.958,0.01,-0.07,0.08
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Unknown,Total,Total,560,5961,278393.13,46.7,5744,96.4,2693,45.2,3887,65.2,2137,35.8,1033,17.3,1410,23.7,24371.5,4.09,5460,-141.788,-0.03,-0.06,0.01
202223,Academic year,Regional,E92000001,England,E12000008,South East,Revised,Pupil residency,State-funded schools (LA),Unknown,Urban,Total,510,4421,205983.38,46.6,4251,96.2,1989,45,2865,64.8,1592,36,767,17.3,1046,23.7,18054.04,4.08,4033,-149.746,-0.04,-0.08,0.01
202223,Academic year,Regional,E92000001,England,E12000009,South West,Revised,Pupil residency,State-funded schools (LA),0-10%,Rural,Total,26,112,4285.5,38.3,104,92.9,28,25,50,44.6,16,14.3,4,3.6,9,8,352.72,3.15,107,-56.946,-0.53,-0.8,-0.26
202223,Academic year,Regional,E92000001,England,E12000009,South West,Revised,Pupil residency,State-funded schools (LA),0-10%,Total,Total,265,3485,127826.25,36.7,3227,92.6,950,27.3,1628,46.7,743,21.3,225,6.5,362,10.4,10715.1,3.07,3288,-1577.658,-0.48,-0.53,-0.43
202223,Academic year,Regional,E92000001,England,E12000009,South West,Revised,Pupil residency,State-funded schools (LA),0-10%,Urban,Total,258,3373,123540.75,36.6,3123,92.6,922,27.3,1578,46.8,727,21.6,221,6.6,353,10.5,10362.38,3.07,3181,-1520.712,-0.48,-0.53,-0.43
202223,Academic year,Regional,E92000001,England,E12000009,South West,Revised,Pupil residency,State-funded schools (LA),10-20%,Rural,Total,65,445,17322,38.9,423,95.1,128,28.8,225,50.6,102,22.9,29,6.5,47,10.6,1454.27,3.27,429,-189.654,-0.44,-0.58,-0.31
202223,Academic year,Regional,E92000001,England,E12000009,South West,Revised,Pupil residency,State-funded schools (LA),10-20%,Total,Total,296,3712,145218.13,39.1,3495,94.2,1134,30.5,1903,51.3,870,23.4,291,7.8,456,12.3,12236.89,3.3,3529,-1250.74,-0.35,-0.4,-0.31
202223,Academic year,Regional,E92000001,England,E12000009,South West,Revised,Pupil residency,State-funded schools (LA),10-20%,Urban,Total,275,3267,127896.13,39.1,3072,94,1006,30.8,1678,51.4,768,23.5,262,8,409,12.5,10782.62,3.3,3100,-1061.086,-0.34,-0.39,-0.29
202223,Academic year,Regional,E92000001,England,E12000009,South West,Revised,Pupil residency,State-funded schools (LA),20-30%,Rural,Total,90,634,26972.25,42.5,608,95.9,235,37.1,362,57.1,181,28.5,65,10.3,102,16.1,2283.63,3.6,615,-119.891,-0.19,-0.31,-0.08
